Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,478462,-,-,-,40.21,-105.22,0,1619,-7,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.1.2.dev4+g3b38bc8.d20250228
Year,Month,Day,Hour,Minute,DHI,DNI,Temperature
2022,1,2,10,30,0,0,-10.600000000000001
2022,1,2,11,30,0,0,-10
2022,1,2,12,30,0,0,-9.5
2022,1,2,13,30,0,0,-8.9
2022,1,2,14,30,9,115,-7.800000000000001
2022,1,2,15,30,45,557,-5.6000000000000005
2022,1,2,16,30,43,885,-3
2022,1,2,17,30,49,952,-0.5
2022,1,2,18,30,53,980,1.4000000000000001
2022,1,2,19,30,53,982,2.6
2022,1,2,20,30,50,959,2.9000000000000004
2022,1,2,21,30,43,902,2.4000000000000004
2022,1,2,22,30,33,779,0.6000000000000001
2022,1,2,23,30,16,104,-1.8
2022,1,3,0,30,0,0,-3.3000000000000003
2022,1,3,1,30,0,0,-4.2
2022,1,3,2,30,0,0,-4.5
2022,1,3,3,30,0,0,-4.4
2022,1,3,4,30,0,0,-4.2
2022,1,3,5,30,0,0,-4.1000000000000005
2022,1,3,6,30,0,0,-4.1000000000000005
2022,1,3,7,30,0,0,-4.2
2022,1,3,8,30,0,0,-4.3
2022,1,3,9,30,0,0,-4.3
2022,1,3,10,30,0,0,-4.2
2022,1,3,11,30,0,0,-4
2022,1,3,12,30,0,0,-3.6
2022,1,3,13,30,0,0,-3.1
2022,1,3,14,30,4,0,-2.3000000000000003
2022,1,3,15,30,15,0,-0.6000000000000001
2022,1,3,16,30,13,0,1.6
2022,1,3,17,30,149,8,3.6
2022,1,3,18,30,199,12,5.1000000000000005
2022,1,3,19,30,167,634,6
2022,1,3,20,30,208,408,6
2022,1,3,21,30,196,136,4.9
2022,1,3,22,30,78,12,2.5
2022,1,3,23,30,14,1,0.1
2022,1,4,0,30,0,0,-1.1
2022,1,4,1,30,0,0,-1.3
2022,1,4,2,30,0,0,-1.5
2022,1,4,3,30,0,0,-1.8
2022,1,4,4,30,0,0,-1.8
2022,1,4,5,30,0,0,-1.6
2022,1,4,6,30,0,0,-1.5
2022,1,4,7,30,0,0,-1.5
2022,1,4,8,30,0,0,-1.6
2022,1,4,9,30,0,0,-1.6
2022,1,4,10,30,0,0,-1.6
2022,1,4,11,30,0,0,-2.2
2022,1,4,12,30,0,0,-3.2
2022,1,4,13,30,0,0,-4.2
2022,1,4,14,30,8,1,-3.1
2022,1,4,15,30,50,589,0
2022,1,4,16,30,148,381,2.6
2022,1,4,17,30,67,898,3.9000000000000004
2022,1,4,18,30,62,957,4.6000000000000005
2022,1,4,19,30,62,960,4.800000000000001
2022,1,4,20,30,59,937,4.7
2022,1,4,21,30,53,872,3.9000000000000004
2022,1,4,22,30,41,734,2.1
2022,1,4,23,30,17,296,0.4
2022,1,5,0,30,0,0,-0.6000000000000001
2022,1,5,1,30,0,0,-1.3
2022,1,5,2,30,0,0,-2
2022,1,5,3,30,0,0,-2.8000000000000003
2022,1,5,4,30,0,0,-3.5
2022,1,5,5,30,0,0,-4
2022,1,5,6,30,0,0,-4.3
2022,1,5,7,30,0,0,-4.7
2022,1,5,8,30,0,0,-5.1000000000000005
2022,1,5,9,30,0,0,-5.300000000000001
2022,1,5,10,30,0,0,-5.300000000000001
2022,1,5,11,30,0,0,-5.1000000000000005
2022,1,5,12,30,0,0,-4.9
2022,1,5,13,30,0,0,-4.5
2022,1,5,14,30,5,21,-3
2022,1,5,15,30,89,16,-0.7000000000000001
2022,1,5,16,30,185,129,1.2000000000000002
2022,1,5,17,30,257,129,2.4000000000000004
2022,1,5,18,30,259,321,3.1
2022,1,5,19,30,245,58,3.3000000000000003
2022,1,5,20,30,129,1,2.8000000000000003
2022,1,5,21,30,90,1,1.1
2022,1,5,22,30,47,0,-1.5
2022,1,5,23,30,13,0,-4.1000000000000005
2022,1,6,0,30,0,0,-6.300000000000001
2022,1,6,1,30,0,0,-7.9
2022,1,6,2,30,0,0,-8.8
2022,1,6,3,30,0,0,-9.1
2022,1,6,4,30,0,0,-9.4
2022,1,6,5,30,0,0,-9.700000000000001
2022,1,6,6,30,0,0,-10.100000000000001
2022,1,6,7,30,0,0,-10.4
2022,1,6,8,30,0,0,-10.700000000000001
2022,1,6,9,30,0,0,-11.100000000000001
2022,1,6,10,30,0,0,-11.5
2022,1,6,11,30,0,0,-11.600000000000001
2022,1,6,12,30,0,0,-11.200000000000001
2022,1,6,13,30,0,0,-10.700000000000001
2022,1,6,14,30,6,0,-10.200000000000001
2022,1,6,15,30,36,0,-8.4
2022,1,6,16,30,80,6,-5.5
2022,1,6,17,30,234,134,-2.6
2022,1,6,18,30,171,559,-0.5
2022,1,6,19,30,148,100,0.9
2022,1,6,20,30,164,14,1.9000000000000001
2022,1,6,21,30,88,1,2.3000000000000003
2022,1,6,22,30,40,0,1.6
2022,1,6,23,30,17,0,0.5
2022,1,7,0,30,0,0,-0.1
2022,1,7,1,30,0,0,-0.1
2022,1,7,2,30,0,0,0
2022,1,7,3,30,0,0,0.30000000000000004
2022,1,7,4,30,0,0,0.8
2022,1,7,5,30,0,0,1.3
2022,1,7,6,30,0,0,1.7000000000000002
2022,1,7,7,30,0,0,1.9000000000000001
2022,1,7,8,30,0,0,1.8
2022,1,7,9,30,0,0,1.7000000000000002
2022,1,7,10,30,0,0,1.6
2022,1,7,11,30,0,0,1.4000000000000001
2022,1,7,12,30,0,0,1
2022,1,7,13,30,0,0,0.5
2022,1,7,14,30,7,0,1.3
2022,1,7,15,30,78,11,3.5
2022,1,7,16,30,98,8,5.4
2022,1,7,17,30,221,244,6.6000000000000005
2022,1,7,18,30,127,744,7.6000000000000005
2022,1,7,19,30,225,396,8.200000000000001
2022,1,7,20,30,182,520,8.200000000000001
2022,1,7,21,30,84,752,7.6000000000000005
2022,1,7,22,30,51,613,6.1000000000000005
2022,1,7,23,30,19,382,4.3
2022,1,8,0,30,0,0,3.2
2022,1,8,1,30,0,0,2.4000000000000004
2022,1,8,2,30,0,0,1.9000000000000001
2022,1,8,3,30,0,0,1.7000000000000002
2022,1,8,4,30,0,0,1.6
2022,1,8,5,30,0,0,1.5
2022,1,8,6,30,0,0,1.5
2022,1,8,7,30,0,0,1.6
2022,1,8,8,30,0,0,1.6
2022,1,8,9,30,0,0,1.7000000000000002
2022,1,8,10,30,0,0,1.8
2022,1,8,11,30,0,0,2
2022,1,8,12,30,0,0,2.2
2022,1,8,13,30,0,0,2.6
2022,1,8,14,30,9,23,3.6
2022,1,8,15,30,46,599,4.6000000000000005
2022,1,8,16,30,93,644,4.800000000000001
2022,1,8,17,30,247,151,4.6000000000000005
2022,1,8,18,30,234,52,4.5
2022,1,8,19,30,158,525,4.5
2022,1,8,20,30,243,176,4.1000000000000005
2022,1,8,21,30,190,135,3
2022,1,8,22,30,84,4,0.9
2022,1,8,23,30,13,0,-1.2000000000000002
2022,1,9,0,30,0,0,-2.3000000000000003
2022,1,9,1,30,0,0,-3.1
2022,1,9,2,30,0,0,-4
2022,1,9,3,30,0,0,-4.7
2022,1,9,4,30,0,0,-5.300000000000001
2022,1,9,5,30,0,0,-6
2022,1,9,6,30,0,0,-6.5
2022,1,9,7,30,0,0,-7
2022,1,9,8,30,0,0,-7.5
2022,1,9,9,30,0,0,-8
2022,1,9,10,30,0,0,-8.200000000000001
2022,1,9,11,30,0,0,-8.4
2022,1,9,12,30,0,0,-8.5
2022,1,9,13,30,0,0,-8.3
2022,1,9,14,30,7,0,-7.2
2022,1,9,15,30,73,7,-5
2022,1,9,16,30,151,9,-2
2022,1,9,17,30,54,985,0.7000000000000001
2022,1,9,18,30,54,1012,2.3000000000000003
2022,1,9,19,30,54,1010,2.8000000000000003
2022,1,9,20,30,51,990,2.9000000000000004
2022,1,9,21,30,45,936,2.3000000000000003
2022,1,9,22,30,35,809,0.30000000000000004
2022,1,9,23,30,19,429,-1.9000000000000001
2022,1,10,0,30,0,0,-3.1
2022,1,10,1,30,0,0,-3.8000000000000003
2022,1,10,2,30,0,0,-4.4
2022,1,10,3,30,0,0,-4.4
2022,1,10,4,30,0,0,-4.5
2022,1,10,5,30,0,0,-4.7
2022,1,10,6,30,0,0,-4.9
2022,1,10,7,30,0,0,-5
2022,1,10,8,30,0,0,-4.9
2022,1,10,9,30,0,0,-4.7
2022,1,10,10,30,0,0,-4.5
2022,1,10,11,30,0,0,-4.3
2022,1,10,12,30,0,0,-4.1000000000000005
2022,1,10,13,30,0,0,-3.9000000000000004
2022,1,10,14,30,10,75,-2.3000000000000003
2022,1,10,15,30,32,762,1.3
2022,1,10,16,30,43,914,5
2022,1,10,17,30,49,981,7.5
2022,1,10,18,30,53,1009,8.9
2022,1,10,19,30,53,1013,9.600000000000001
2022,1,10,20,30,50,993,9.3
2022,1,10,21,30,45,940,7.800000000000001
2022,1,10,22,30,36,823,4.6000000000000005
2022,1,10,23,30,20,499,1.1
2022,1,11,0,30,0,0,-0.30000000000000004
2022,1,11,1,30,0,0,-0.4
2022,1,11,2,30,0,0,-0.6000000000000001
2022,1,11,3,30,0,0,-0.6000000000000001
2022,1,11,4,30,0,0,-0.30000000000000004
2022,1,11,5,30,0,0,-0.1
2022,1,11,6,30,0,0,-0.30000000000000004
2022,1,11,7,30,0,0,-0.4
2022,1,11,8,30,0,0,-0.4
2022,1,11,9,30,0,0,-0.30000000000000004
2022,1,11,10,30,0,0,-0.1
2022,1,11,11,30,0,0,-0.1
2022,1,11,12,30,0,0,-0.30000000000000004
2022,1,11,13,30,0,0,-0.4
2022,1,11,14,30,7,0,0.30000000000000004
2022,1,11,15,30,15,0,2.1
2022,1,11,16,30,40,0,4.2
2022,1,11,17,30,74,0,6.1000000000000005
2022,1,11,18,30,87,0,7.7
2022,1,11,19,30,129,6,8.5
2022,1,11,20,30,170,578,8.200000000000001
2022,1,11,21,30,44,942,6.4
2022,1,11,22,30,35,826,3.2
2022,1,11,23,30,21,476,0.5
2022,1,12,0,30,0,0,-0.5
2022,1,12,1,30,0,0,-1
2022,1,12,2,30,0,0,-1.5
2022,1,12,3,30,0,0,-1.6
2022,1,12,4,30,0,0,-1.2000000000000002
2022,1,12,5,30,0,0,-0.9
2022,1,12,6,30,0,0,-0.7000000000000001
2022,1,12,7,30,0,0,-0.6000000000000001
2022,1,12,8,30,0,0,-0.6000000000000001
2022,1,12,9,30,0,0,-0.6000000000000001
2022,1,12,10,30,0,0,-0.5
2022,1,12,11,30,0,0,-0.4
2022,1,12,12,30,0,0,-0.30000000000000004
2022,1,12,13,30,0,0,-0.1
2022,1,12,14,30,8,1,1
2022,1,12,15,30,67,357,3.1
2022,1,12,16,30,147,360,5.6000000000000005
2022,1,12,17,30,220,267,7.7
2022,1,12,18,30,252,94,9.1
2022,1,12,19,30,252,293,9.700000000000001
2022,1,12,20,30,108,799,9.4
2022,1,12,21,30,51,886,8
2022,1,12,22,30,41,766,5.4
2022,1,12,23,30,29,156,3.1
2022,1,13,0,30,0,0,2.1
2022,1,13,1,30,0,0,1.8
2022,1,13,2,30,0,0,1.7000000000000002
2022,1,13,3,30,0,0,1.7000000000000002
2022,1,13,4,30,0,0,1.8
2022,1,13,5,30,0,0,1.9000000000000001
2022,1,13,6,30,0,0,1.9000000000000001
2022,1,13,7,30,0,0,1.8
2022,1,13,8,30,0,0,1.8
2022,1,13,9,30,0,0,1.9000000000000001
2022,1,13,10,30,0,0,1.9000000000000001
2022,1,13,11,30,0,0,1.9000000000000001
2022,1,13,12,30,0,0,1.9000000000000001
2022,1,13,13,30,0,0,2.1
2022,1,13,14,30,10,101,3.6
2022,1,13,15,30,36,692,6.2
2022,1,13,16,30,74,730,8.8
2022,1,13,17,30,82,847,11.3
2022,1,13,18,30,166,662,13.3
2022,1,13,19,30,218,468,14.100000000000001
2022,1,13,20,30,204,438,13.5
2022,1,13,21,30,172,373,11.3
2022,1,13,22,30,122,241,8
2022,1,13,23,30,33,8,5.1000000000000005
2022,1,14,0,30,0,0,4.4
2022,1,14,1,30,0,0,4.9
2022,1,14,2,30,0,0,4.9
2022,1,14,3,30,0,0,4.4
2022,1,14,4,30,0,0,3.9000000000000004
2022,1,14,5,30,0,0,3.6
2022,1,14,6,30,0,0,3.3000000000000003
2022,1,14,7,30,0,0,2.8000000000000003
2022,1,14,8,30,0,0,2.1
2022,1,14,9,30,0,0,1.3
2022,1,14,10,30,0,0,0.5
2022,1,14,11,30,0,0,-0.1
2022,1,14,12,30,0,0,-0.5
2022,1,14,13,30,0,0,-0.9
2022,1,14,14,30,10,107,0.30000000000000004
2022,1,14,15,30,32,107,2.4000000000000004
2022,1,14,16,30,28,0,3.3000000000000003
2022,1,14,17,30,88,64,3.4000000000000004
2022,1,14,18,30,232,214,3.6
2022,1,14,19,30,141,562,3.9000000000000004
2022,1,14,20,30,166,206,3.7
2022,1,14,21,30,126,180,2.9000000000000004
2022,1,14,22,30,61,613,1.4000000000000001
2022,1,14,23,30,25,178,-0.5
2022,1,15,0,30,0,0,-2
2022,1,15,1,30,0,0,-2.9000000000000004
2022,1,15,2,30,0,0,-3.5
2022,1,15,3,30,0,0,-3.9000000000000004
2022,1,15,4,30,0,0,-4.1000000000000005
2022,1,15,5,30,0,0,-4.4
2022,1,15,6,30,0,0,-4.9
2022,1,15,7,30,0,0,-5.300000000000001
2022,1,15,8,30,0,0,-5.7
2022,1,15,9,30,0,0,-5.800000000000001
2022,1,15,10,30,0,0,-6
2022,1,15,11,30,0,0,-6.2
2022,1,15,12,30,0,0,-6.300000000000001
2022,1,15,13,30,0,0,-6.1000000000000005
2022,1,15,14,30,11,17,-4.7
2022,1,15,15,30,60,195,-1.3
2022,1,15,16,30,75,460,2.5
2022,1,15,17,30,71,846,5.5
2022,1,15,18,30,54,1014,7.5
2022,1,15,19,30,54,1018,8.6
2022,1,15,20,30,97,812,8.8
2022,1,15,21,30,53,921,7.2
2022,1,15,22,30,66,543,4.3
2022,1,15,23,30,21,547,1.9000000000000001
2022,1,16,0,30,0,0,0.30000000000000004
2022,1,16,1,30,0,0,-0.30000000000000004
2022,1,16,2,30,0,0,-0.2
2022,1,16,3,30,0,0,0.1
2022,1,16,4,30,0,0,0
2022,1,16,5,30,0,0,0.1
2022,1,16,6,30,0,0,0.30000000000000004
2022,1,16,7,30,0,0,0.2
2022,1,16,8,30,0,0,-0.2
2022,1,16,9,30,0,0,-0.5
2022,1,16,10,30,0,0,-0.7000000000000001
2022,1,16,11,30,0,0,-0.7000000000000001
2022,1,16,12,30,0,0,-0.8
2022,1,16,13,30,0,0,-0.6000000000000001
2022,1,16,14,30,11,1,0.6000000000000001
2022,1,16,15,30,99,44,2.8000000000000003
2022,1,16,16,30,177,212,5.5
2022,1,16,17,30,257,185,8.1
2022,1,16,18,30,251,64,9.600000000000001
2022,1,16,19,30,176,430,10.100000000000001
2022,1,16,20,30,259,247,9.700000000000001
2022,1,16,21,30,137,559,7.9
2022,1,16,22,30,42,785,4.4
2022,1,16,23,30,25,422,1.1
2022,1,17,0,30,0,0,-0.9
2022,1,17,1,30,0,0,-2.1
2022,1,17,2,30,0,0,-2.5
2022,1,17,3,30,0,0,-2.3000000000000003
2022,1,17,4,30,0,0,-1.7000000000000002
2022,1,17,5,30,0,0,-1
2022,1,17,6,30,0,0,-0.8
2022,1,17,7,30,0,0,-0.7000000000000001
2022,1,17,8,30,0,0,-0.5
2022,1,17,9,30,0,0,0
2022,1,17,10,30,0,0,0.5
2022,1,17,11,30,0,0,0.7000000000000001
2022,1,17,12,30,0,0,0.9
2022,1,17,13,30,0,0,1.2000000000000002
2022,1,17,14,30,10,2,2.5
2022,1,17,15,30,74,350,4.800000000000001
2022,1,17,16,30,44,874,7.300000000000001
2022,1,17,17,30,63,904,9.700000000000001
2022,1,17,18,30,146,686,11.200000000000001
2022,1,17,19,30,258,183,11.8
2022,1,17,20,30,109,797,11.4
2022,1,17,21,30,125,36,10
2022,1,17,22,30,58,7,7.300000000000001
2022,1,17,23,30,27,1,5
2022,1,18,0,30,0,0,4.1000000000000005
2022,1,18,1,30,0,0,3.3000000000000003
2022,1,18,2,30,0,0,2.3000000000000003
2022,1,18,3,30,0,0,1.7000000000000002
2022,1,18,4,30,0,0,1.5
2022,1,18,5,30,0,0,1.4000000000000001
2022,1,18,6,30,0,0,1.5
2022,1,18,7,30,0,0,1.4000000000000001
2022,1,18,8,30,0,0,1.4000000000000001
2022,1,18,9,30,0,0,1.3
2022,1,18,10,30,0,0,1.1
2022,1,18,11,30,0,0,0.8
2022,1,18,12,30,0,0,0.7000000000000001
2022,1,18,13,30,0,0,0.8
2022,1,18,14,30,5,0,1.6
2022,1,18,15,30,13,0,3.2
2022,1,18,16,30,19,0,5.2
2022,1,18,17,30,23,0,7.300000000000001
2022,1,18,18,30,37,0,8.8
2022,1,18,19,30,68,0,9.4
2022,1,18,20,30,73,1,9.4
2022,1,18,21,30,39,0,8.3
2022,1,18,22,30,14,0,5.7
2022,1,18,23,30,25,0,2.9000000000000004
2022,1,19,0,30,0,0,1.2000000000000002
2022,1,19,1,30,0,0,0
2022,1,19,2,30,0,0,-0.9
2022,1,19,3,30,0,0,-1.3
2022,1,19,4,30,0,0,-1.6
2022,1,19,5,30,0,0,-2.1
2022,1,19,6,30,0,0,-2.6
2022,1,19,7,30,0,0,-3.2
2022,1,19,8,30,0,0,-3.6
2022,1,19,9,30,0,0,-3.8000000000000003
2022,1,19,10,30,0,0,-3.9000000000000004
2022,1,19,11,30,0,0,-4
2022,1,19,12,30,0,0,-4.1000000000000005
2022,1,19,13,30,0,0,-4.2
2022,1,19,14,30,6,0,-3.9000000000000004
2022,1,19,15,30,90,12,-3
2022,1,19,16,30,144,23,-1.9000000000000001
2022,1,19,17,30,186,24,-1
2022,1,19,18,30,212,13,-0.4
2022,1,19,19,30,106,0,-0.1
2022,1,19,20,30,103,30,-0.1
2022,1,19,21,30,61,0,-0.7000000000000001
2022,1,19,22,30,55,6,-2.2
2022,1,19,23,30,18,0,-4.3
2022,1,20,0,30,0,0,-5.7
2022,1,20,1,30,0,0,-6.2
2022,1,20,2,30,0,0,-6.4
2022,1,20,3,30,0,0,-6.5
2022,1,20,4,30,0,0,-6.800000000000001
2022,1,20,5,30,0,0,-7
2022,1,20,6,30,0,0,-7.1000000000000005
2022,1,20,7,30,0,0,-7
2022,1,20,8,30,0,0,-7
2022,1,20,9,30,0,0,-7
2022,1,20,10,30,0,0,-7.1000000000000005
2022,1,20,11,30,0,0,-7.1000000000000005
2022,1,20,12,30,0,0,-7
2022,1,20,13,30,0,0,-6.800000000000001
2022,1,20,14,30,5,0,-5.800000000000001
2022,1,20,15,30,44,1,-3.3000000000000003
2022,1,20,16,30,110,2,-0.2
2022,1,20,17,30,158,2,2.3000000000000003
2022,1,20,18,30,183,2,3.6
2022,1,20,19,30,182,1,4.3
2022,1,20,20,30,186,14,4.2
2022,1,20,21,30,117,3,3.3000000000000003
2022,1,20,22,30,52,31,1.3
2022,1,20,23,30,21,238,-0.9
2022,1,21,0,30,0,0,-2.2
2022,1,21,1,30,0,0,-2.9000000000000004
2022,1,21,2,30,0,0,-3.3000000000000003
2022,1,21,3,30,0,0,-3.3000000000000003
2022,1,21,4,30,0,0,-3.3000000000000003
2022,1,21,5,30,0,0,-3
2022,1,21,6,30,0,0,-2.6
2022,1,21,7,30,0,0,-2.1
2022,1,21,8,30,0,0,-1.5
2022,1,21,9,30,0,0,-0.9
2022,1,21,10,30,0,0,-0.5
2022,1,21,11,30,0,0,-0.4
2022,1,21,12,30,0,0,-0.6000000000000001
2022,1,21,13,30,0,0,-0.7000000000000001
2022,1,21,14,30,8,0,-0.30000000000000004
2022,1,21,15,30,4,0,0.5
2022,1,21,16,30,23,0,1.6
2022,1,21,17,30,31,0,2.7
2022,1,21,18,30,145,8,3.2
2022,1,21,19,30,184,19,3.2
2022,1,21,20,30,179,28,2.9000000000000004
2022,1,21,21,30,140,12,2.2
2022,1,21,22,30,66,3,1
2022,1,21,23,30,34,2,0
2022,1,22,0,30,0,0,-0.6000000000000001
2022,1,22,1,30,0,0,-1
2022,1,22,2,30,0,0,-1.3
2022,1,22,3,30,0,0,-1.7000000000000002
2022,1,22,4,30,0,0,-2.2
2022,1,22,5,30,0,0,-2.8000000000000003
2022,1,22,6,30,0,0,-3.3000000000000003
2022,1,22,7,30,0,0,-3.8000000000000003
2022,1,22,8,30,0,0,-4.6000000000000005
2022,1,22,9,30,0,0,-5.4
2022,1,22,10,30,0,0,-6.2
2022,1,22,11,30,0,0,-6.7
2022,1,22,12,30,0,0,-6.9
2022,1,22,13,30,0,0,-6.5
2022,1,22,14,30,13,80,-4.4
2022,1,22,15,30,67,213,-1.4000000000000001
2022,1,22,16,30,148,234,1.6
2022,1,22,17,30,273,90,3.9000000000000004
2022,1,22,18,30,61,1002,5.2
2022,1,22,19,30,62,998,5.800000000000001
2022,1,22,20,30,59,980,6
2022,1,22,21,30,52,935,5
2022,1,22,22,30,42,832,2.5
2022,1,22,23,30,25,568,-0.1
2022,1,23,0,30,0,0,-1.2000000000000002
2022,1,23,1,30,0,0,-1.6
2022,1,23,2,30,0,0,-2.2
2022,1,23,3,30,0,0,-2.8000000000000003
2022,1,23,4,30,0,0,-2.9000000000000004
2022,1,23,5,30,0,0,-2.9000000000000004
2022,1,23,6,30,0,0,-2.8000000000000003
2022,1,23,7,30,0,0,-2.8000000000000003
2022,1,23,8,30,0,0,-2.9000000000000004
2022,1,23,9,30,0,0,-2.8000000000000003
2022,1,23,10,30,0,0,-2.8000000000000003
2022,1,23,11,30,0,0,-2.8000000000000003
2022,1,23,12,30,0,0,-3
2022,1,23,13,30,0,0,-2.8000000000000003
2022,1,23,14,30,14,121,-1.2000000000000002
2022,1,23,15,30,35,754,1.9000000000000001
2022,1,23,16,30,46,892,4.800000000000001
2022,1,23,17,30,53,955,7.1000000000000005
2022,1,23,18,30,59,981,8.4
2022,1,23,19,30,59,982,8.9
2022,1,23,20,30,57,963,8.700000000000001
2022,1,23,21,30,52,915,7.6000000000000005
2022,1,23,22,30,43,813,5.300000000000001
2022,1,23,23,30,26,557,3.2
2022,1,24,0,30,0,0,2.2
2022,1,24,1,30,0,0,1.4000000000000001
2022,1,24,2,30,0,0,0.5
2022,1,24,3,30,0,0,0.2
2022,1,24,4,30,0,0,0.30000000000000004
2022,1,24,5,30,0,0,0.30000000000000004
2022,1,24,6,30,0,0,0.1
2022,1,24,7,30,0,0,-0.30000000000000004
2022,1,24,8,30,0,0,-0.7000000000000001
2022,1,24,9,30,0,0,-1
2022,1,24,10,30,0,0,-1.4000000000000001
2022,1,24,11,30,0,0,-1.9000000000000001
2022,1,24,12,30,0,0,-2.6
2022,1,24,13,30,0,0,-2.9000000000000004
2022,1,24,14,30,15,64,-1.4000000000000001
2022,1,24,15,30,44,658,1.5
2022,1,24,16,30,62,843,3.8000000000000003
2022,1,24,17,30,57,966,5.2
2022,1,24,18,30,64,992,6.1000000000000005
2022,1,24,19,30,303,233,6.5
2022,1,24,20,30,66,969,6.4
2022,1,24,21,30,92,794,5.4
2022,1,24,22,30,102,447,3.4000000000000004
2022,1,24,23,30,56,80,1.4000000000000001
2022,1,25,0,30,0,0,0.30000000000000004
2022,1,25,1,30,0,0,-0.6000000000000001
2022,1,25,2,30,0,0,-1.3
2022,1,25,3,30,0,0,-1.6
2022,1,25,4,30,0,0,-1.6
2022,1,25,5,30,0,0,-1.7000000000000002
2022,1,25,6,30,0,0,-2
2022,1,25,7,30,0,0,-2.3000000000000003
2022,1,25,8,30,0,0,-2.6
2022,1,25,9,30,0,0,-2.9000000000000004
2022,1,25,10,30,0,0,-3.1
2022,1,25,11,30,0,0,-3.3000000000000003
2022,1,25,12,30,0,0,-3.3000000000000003
2022,1,25,13,30,0,0,-3.2
2022,1,25,14,30,10,0,-2.9000000000000004
2022,1,25,15,30,105,10,-2.4000000000000004
2022,1,25,16,30,219,51,-2
2022,1,25,17,30,310,147,-1.7000000000000002
2022,1,25,18,30,305,362,-1.5
2022,1,25,19,30,329,277,-1.4000000000000001
2022,1,25,20,30,225,507,-1.4000000000000001
