Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,480504,-,-,-,40.21,-105.14,0,1563,-7,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.1.2.dev4+g3b38bc8.d20250228
Year,Month,Day,Hour,Minute,DHI,DNI,Temperature
2011,1,2,5,30,0,0,-11.200000000000001
2011,1,2,6,30,0,0,-10.9
2011,1,2,7,30,0,0,-10.5
2011,1,2,8,30,0,0,-10
2011,1,2,9,30,0,0,-9.600000000000001
2011,1,2,10,30,0,0,-9.1
2011,1,2,11,30,0,0,-8.4
2011,1,2,12,30,0,0,-7.800000000000001
2011,1,2,13,30,0,0,-7.5
2011,1,2,14,30,0,0,-6.6000000000000005
2011,1,2,15,30,55,1,-4.7
2011,1,2,16,30,87,1,-2.4000000000000004
2011,1,2,17,30,128,2,-0.30000000000000004
2011,1,2,18,30,189,4,1.1
2011,1,2,19,30,154,2,1.7000000000000002
2011,1,2,20,30,69,0,1.8
2011,1,2,21,30,15,0,0.8
2011,1,2,22,30,36,769,-1.1
2011,1,2,23,30,17,1,-2.9000000000000004
2011,1,3,0,30,0,0,-3.6
2011,1,3,1,30,0,0,-4.1000000000000005
2011,1,3,2,30,0,0,-4.4
2011,1,3,3,30,0,0,-4.7
2011,1,3,4,30,0,0,-5.1000000000000005
2011,1,3,5,30,0,0,-5.4
2011,1,3,6,30,0,0,-5.5
2011,1,3,7,30,0,0,-5.5
2011,1,3,8,30,0,0,-5.4
2011,1,3,9,30,0,0,-5.4
2011,1,3,10,30,0,0,-5.7
2011,1,3,11,30,0,0,-5.9
2011,1,3,12,30,0,0,-6.5
2011,1,3,13,30,0,0,-7.2
2011,1,3,14,30,0,0,-6.300000000000001
2011,1,3,15,30,35,729,-4
2011,1,3,16,30,50,882,-1.7000000000000002
2011,1,3,17,30,58,951,0.1
2011,1,3,18,30,62,980,1.3
2011,1,3,19,30,64,980,1.8
2011,1,3,20,30,61,955,1.8
2011,1,3,21,30,52,897,1
2011,1,3,22,30,40,758,-0.9
2011,1,3,23,30,15,375,-3.2
2011,1,4,0,30,0,0,-4.6000000000000005
2011,1,4,1,30,0,0,-5.7
2011,1,4,2,30,0,0,-6.6000000000000005
2011,1,4,3,30,0,0,-7.2
2011,1,4,4,30,0,0,-7.6000000000000005
2011,1,4,5,30,0,0,-7.800000000000001
2011,1,4,6,30,0,0,-7.9
2011,1,4,7,30,0,0,-7.800000000000001
2011,1,4,8,30,0,0,-7.800000000000001
2011,1,4,9,30,0,0,-7.800000000000001
2011,1,4,10,30,0,0,-7.7
2011,1,4,11,30,0,0,-7.7
2011,1,4,12,30,0,0,-7.6000000000000005
2011,1,4,13,30,0,0,-7.300000000000001
2011,1,4,14,30,0,0,-5.9
2011,1,4,15,30,34,752,-3.1
2011,1,4,16,30,47,904,0
2011,1,4,17,30,56,969,2.2
2011,1,4,18,30,60,997,3.2
2011,1,4,19,30,60,1000,3.3000000000000003
2011,1,4,20,30,57,965,2.8000000000000003
2011,1,4,21,30,52,900,1.6
2011,1,4,22,30,77,0,-0.4
2011,1,4,23,30,16,394,-2.1
2011,1,5,0,30,0,0,-2.7
2011,1,5,1,30,0,0,-3
2011,1,5,2,30,0,0,-3.1
2011,1,5,3,30,0,0,-3.1
2011,1,5,4,30,0,0,-3.3000000000000003
2011,1,5,5,30,0,0,-3.7
2011,1,5,6,30,0,0,-4.1000000000000005
2011,1,5,7,30,0,0,-4.4
2011,1,5,8,30,0,0,-4.6000000000000005
2011,1,5,9,30,0,0,-4.3
2011,1,5,10,30,0,0,-3.8000000000000003
2011,1,5,11,30,0,0,-3.5
2011,1,5,12,30,0,0,-3.3000000000000003
2011,1,5,13,30,0,0,-3.2
2011,1,5,14,30,0,0,-2.5
2011,1,5,15,30,104,136,-1.2000000000000002
2011,1,5,16,30,188,182,0.4
2011,1,5,17,30,169,10,2.1
2011,1,5,18,30,78,0,2.9000000000000004
2011,1,5,19,30,294,78,2.8000000000000003
2011,1,5,20,30,201,20,2.4000000000000004
2011,1,5,21,30,56,871,2
2011,1,5,22,30,42,734,0.8
2011,1,5,23,30,17,375,-0.6000000000000001
2011,1,6,0,30,0,0,-1.3
2011,1,6,1,30,0,0,-1.7000000000000002
2011,1,6,2,30,0,0,-2.1
2011,1,6,3,30,0,0,-2.3000000000000003
2011,1,6,4,30,0,0,-2.5
2011,1,6,5,30,0,0,-2.6
2011,1,6,6,30,0,0,-2.8000000000000003
2011,1,6,7,30,0,0,-2.9000000000000004
2011,1,6,8,30,0,0,-2.7
2011,1,6,9,30,0,0,-2.4000000000000004
2011,1,6,10,30,0,0,-1.9000000000000001
2011,1,6,11,30,0,0,-1.4000000000000001
2011,1,6,12,30,0,0,-1.1
2011,1,6,13,30,0,0,-1
2011,1,6,14,30,0,0,-0.30000000000000004
2011,1,6,15,30,88,19,1.7000000000000002
2011,1,6,16,30,85,2,3.8000000000000003
2011,1,6,17,30,256,99,5.5
2011,1,6,18,30,268,188,6.5
2011,1,6,19,30,229,21,7
2011,1,6,20,30,233,310,6.9
2011,1,6,21,30,191,44,5.9
2011,1,6,22,30,118,89,3.9000000000000004
2011,1,6,23,30,23,3,2.3000000000000003
2011,1,7,0,30,0,0,1.7000000000000002
2011,1,7,1,30,0,0,1.7000000000000002
2011,1,7,2,30,0,0,1.8
2011,1,7,3,30,0,0,1.9000000000000001
2011,1,7,4,30,0,0,1.7000000000000002
2011,1,7,5,30,0,0,1.6
2011,1,7,6,30,0,0,1.4000000000000001
2011,1,7,7,30,0,0,1.3
2011,1,7,8,30,0,0,1.2000000000000002
2011,1,7,9,30,0,0,1
2011,1,7,10,30,0,0,0.8
2011,1,7,11,30,0,0,0.6000000000000001
2011,1,7,12,30,0,0,0.5
2011,1,7,13,30,0,0,0.4
2011,1,7,14,30,0,0,1.1
2011,1,7,15,30,33,701,2.8000000000000003
2011,1,7,16,30,47,853,4.800000000000001
2011,1,7,17,30,55,922,6.6000000000000005
2011,1,7,18,30,59,951,7.6000000000000005
2011,1,7,19,30,59,960,7.9
2011,1,7,20,30,57,936,7.7
2011,1,7,21,30,52,872,6.4
2011,1,7,22,30,40,741,3.7
2011,1,7,23,30,17,388,0.8
2011,1,8,0,30,0,0,-0.7000000000000001
2011,1,8,1,30,0,0,-0.9
2011,1,8,2,30,0,0,-0.8
2011,1,8,3,30,0,0,-0.5
2011,1,8,4,30,0,0,-0.1
2011,1,8,5,30,0,0,0.1
2011,1,8,6,30,0,0,0.2
2011,1,8,7,30,0,0,0.2
2011,1,8,8,30,0,0,0.2
2011,1,8,9,30,0,0,0.2
2011,1,8,10,30,0,0,0.2
2011,1,8,11,30,0,0,0.30000000000000004
2011,1,8,12,30,0,0,0.4
2011,1,8,13,30,0,0,0.6000000000000001
2011,1,8,14,30,0,0,1.9000000000000001
2011,1,8,15,30,45,0,4.3
2011,1,8,16,30,43,849,6.800000000000001
2011,1,8,17,30,207,111,8.8
2011,1,8,18,30,235,130,9.700000000000001
2011,1,8,19,30,175,29,9.700000000000001
2011,1,8,20,30,111,3,8.8
2011,1,8,21,30,91,6,6.800000000000001
2011,1,8,22,30,15,0,4.6000000000000005
2011,1,8,23,30,11,0,3.2
2011,1,9,0,30,0,0,2.4000000000000004
2011,1,9,1,30,0,0,1.9000000000000001
2011,1,9,2,30,0,0,1.7000000000000002
2011,1,9,3,30,0,0,1.6
2011,1,9,4,30,0,0,1.4000000000000001
2011,1,9,5,30,0,0,1
2011,1,9,6,30,0,0,0.7000000000000001
2011,1,9,7,30,0,0,0.5
2011,1,9,8,30,0,0,0.2
2011,1,9,9,30,0,0,-0.2
2011,1,9,10,30,0,0,-0.8
2011,1,9,11,30,0,0,-1.3
2011,1,9,12,30,0,0,-2
2011,1,9,13,30,0,0,-2.6
2011,1,9,14,30,0,0,-2.6
2011,1,9,15,30,7,0,-2
2011,1,9,16,30,201,91,-1.4000000000000001
2011,1,9,17,30,149,2,-1.2000000000000002
2011,1,9,18,30,212,7,-1.5
2011,1,9,19,30,168,2,-2.1
2011,1,9,20,30,180,4,-2.8000000000000003
2011,1,9,21,30,30,0,-3.4000000000000004
2011,1,9,22,30,53,0,-4.3
2011,1,9,23,30,14,0,-5.300000000000001
2011,1,10,0,30,0,0,-6.2
2011,1,10,1,30,0,0,-7
2011,1,10,2,30,0,0,-7.9
2011,1,10,3,30,0,0,-8.6
2011,1,10,4,30,0,0,-9.200000000000001
2011,1,10,5,30,0,0,-9.700000000000001
2011,1,10,6,30,0,0,-10.200000000000001
2011,1,10,7,30,0,0,-10.600000000000001
2011,1,10,8,30,0,0,-11.100000000000001
2011,1,10,9,30,0,0,-11.700000000000001
2011,1,10,10,30,0,0,-12.200000000000001
2011,1,10,11,30,0,0,-12.700000000000001
2011,1,10,12,30,0,0,-13
2011,1,10,13,30,0,0,-13.200000000000001
2011,1,10,14,30,0,0,-12.9
2011,1,10,15,30,45,684,-11.600000000000001
2011,1,10,16,30,62,868,-10
2011,1,10,17,30,71,949,-8.8
2011,1,10,18,30,73,990,-7.9
2011,1,10,19,30,73,995,-7.4
2011,1,10,20,30,72,0,-7.300000000000001
2011,1,10,21,30,20,0,-7.5
2011,1,10,22,30,46,783,-8.4
2011,1,10,23,30,20,440,-9.9
2011,1,11,0,30,0,0,-11.4
2011,1,11,1,30,0,0,-12.3
2011,1,11,2,30,0,0,-13
2011,1,11,3,30,0,0,-13.5
2011,1,11,4,30,0,0,-13.700000000000001
2011,1,11,5,30,0,0,-13.9
2011,1,11,6,30,0,0,-14
2011,1,11,7,30,0,0,-14
2011,1,11,8,30,0,0,-13.9
2011,1,11,9,30,0,0,-13.8
2011,1,11,10,30,0,0,-13.9
2011,1,11,11,30,0,0,-14
2011,1,11,12,30,0,0,-14.3
2011,1,11,13,30,0,0,-14.5
2011,1,11,14,30,0,0,-13.3
2011,1,11,15,30,35,798,-10.5
2011,1,11,16,30,48,947,-7.9
2011,1,11,17,30,55,992,-6
2011,1,11,18,30,63,1015,-4.7
2011,1,11,19,30,62,1020,-3.8000000000000003
2011,1,11,20,30,58,1002,-3.6
2011,1,11,21,30,54,944,-4.2
2011,1,11,22,30,42,825,-6.2
2011,1,11,23,30,29,1,-8.700000000000001
2011,1,12,0,30,0,0,-10.3
2011,1,12,1,30,0,0,-11.3
2011,1,12,2,30,0,0,-12.200000000000001
2011,1,12,3,30,0,0,-12.8
2011,1,12,4,30,0,0,-13.3
2011,1,12,5,30,0,0,-13.5
2011,1,12,6,30,0,0,-13.600000000000001
2011,1,12,7,30,0,0,-13.600000000000001
2011,1,12,8,30,0,0,-13.5
2011,1,12,9,30,0,0,-13.200000000000001
2011,1,12,10,30,0,0,-12.9
2011,1,12,11,30,0,0,-12.600000000000001
2011,1,12,12,30,0,0,-12.100000000000001
2011,1,12,13,30,0,0,-11.4
2011,1,12,14,30,0,0,-9.600000000000001
2011,1,12,15,30,65,3,-6.2
2011,1,12,16,30,22,0,-2.4000000000000004
2011,1,12,17,30,118,2,1
2011,1,12,18,30,62,970,3.4000000000000004
2011,1,12,19,30,63,966,4.6000000000000005
2011,1,12,20,30,60,945,4.9
2011,1,12,21,30,53,897,4
2011,1,12,22,30,79,3,1.8
2011,1,12,23,30,32,4,0
2011,1,13,0,30,0,0,-0.7000000000000001
2011,1,13,1,30,0,0,-1
2011,1,13,2,30,0,0,-1.2000000000000002
2011,1,13,3,30,0,0,-1.4000000000000001
2011,1,13,4,30,0,0,-1.4000000000000001
2011,1,13,5,30,0,0,-1.4000000000000001
2011,1,13,6,30,0,0,-1.3
2011,1,13,7,30,0,0,-1.3
2011,1,13,8,30,0,0,-1.2000000000000002
2011,1,13,9,30,0,0,-1.3
2011,1,13,10,30,0,0,-1.1
2011,1,13,11,30,0,0,-0.8
2011,1,13,12,30,0,0,-0.4
2011,1,13,13,30,0,0,0
2011,1,13,14,30,0,0,0.7000000000000001
2011,1,13,15,30,53,0,2.3000000000000003
2011,1,13,16,30,52,846,4.6000000000000005
2011,1,13,17,30,60,918,6.5
2011,1,13,18,30,60,955,7.800000000000001
2011,1,13,19,30,61,959,8.4
2011,1,13,20,30,60,940,8.4
2011,1,13,21,30,169,20,7.2
2011,1,13,22,30,120,24,4.7
2011,1,13,23,30,36,9,2.2
2011,1,14,0,30,0,0,1
2011,1,14,1,30,0,0,0.9
2011,1,14,2,30,0,0,1.4000000000000001
2011,1,14,3,30,0,0,2.1
2011,1,14,4,30,0,0,2.6
2011,1,14,5,30,0,0,2.4000000000000004
2011,1,14,6,30,0,0,2.1
2011,1,14,7,30,0,0,2
2011,1,14,8,30,0,0,2
2011,1,14,9,30,0,0,1.5
2011,1,14,10,30,0,0,1
2011,1,14,11,30,0,0,0.8
2011,1,14,12,30,0,0,0.6000000000000001
2011,1,14,13,30,0,0,0.4
2011,1,14,14,30,0,0,1.4000000000000001
2011,1,14,15,30,34,715,3.5
2011,1,14,16,30,47,874,5.5
2011,1,14,17,30,55,940,7.2
2011,1,14,18,30,63,963,8.3
2011,1,14,19,30,66,971,8.700000000000001
2011,1,14,20,30,63,950,8.5
2011,1,14,21,30,56,894,7.2
2011,1,14,22,30,45,770,4.7
2011,1,14,23,30,33,1,2.4000000000000004
2011,1,15,0,30,0,0,1.3
2011,1,15,1,30,0,0,0.7000000000000001
2011,1,15,2,30,0,0,0.30000000000000004
2011,1,15,3,30,0,0,0.2
2011,1,15,4,30,0,0,0.30000000000000004
2011,1,15,5,30,0,0,0.4
2011,1,15,6,30,0,0,0.4
2011,1,15,7,30,0,0,0.4
2011,1,15,8,30,0,0,0.6000000000000001
2011,1,15,9,30,0,0,0.9
2011,1,15,10,30,0,0,1.1
2011,1,15,11,30,0,0,1
2011,1,15,12,30,0,0,1.1
2011,1,15,13,30,0,0,1.1
2011,1,15,14,30,0,0,1.9000000000000001
2011,1,15,15,30,34,0,3.9000000000000004
2011,1,15,16,30,116,5,6.2
2011,1,15,17,30,65,0,8.200000000000001
2011,1,15,18,30,106,1,9.200000000000001
2011,1,15,19,30,71,0,8.9
2011,1,15,20,30,159,7,7.7
2011,1,15,21,30,154,9,5.800000000000001
2011,1,15,22,30,135,152,4
2011,1,15,23,30,35,4,2.9000000000000004
2011,1,16,0,30,0,0,2.4000000000000004
2011,1,16,1,30,0,0,1.8
2011,1,16,2,30,0,0,0.7000000000000001
2011,1,16,3,30,0,0,-0.1
2011,1,16,4,30,0,0,-0.30000000000000004
2011,1,16,5,30,0,0,0
2011,1,16,6,30,0,0,0.2
2011,1,16,7,30,0,0,0
2011,1,16,8,30,0,0,-0.2
2011,1,16,9,30,0,0,-0.4
2011,1,16,10,30,0,0,-0.6000000000000001
2011,1,16,11,30,0,0,-0.5
2011,1,16,12,30,0,0,-0.30000000000000004
2011,1,16,13,30,0,0,-0.2
2011,1,16,14,30,6,0,0.9
2011,1,16,15,30,86,11,3.1
2011,1,16,16,30,159,23,4.9
2011,1,16,17,30,232,35,6
2011,1,16,18,30,255,31,6.7
2011,1,16,19,30,175,4,7.300000000000001
2011,1,16,20,30,267,102,7.800000000000001
2011,1,16,21,30,195,219,7.5
2011,1,16,22,30,102,10,6.2
2011,1,16,23,30,38,6,5
2011,1,17,0,30,0,0,4.4
2011,1,17,1,30,0,0,4.1000000000000005
2011,1,17,2,30,0,0,3.9000000000000004
2011,1,17,3,30,0,0,4.1000000000000005
2011,1,17,4,30,0,0,4.6000000000000005
2011,1,17,5,30,0,0,4.800000000000001
2011,1,17,6,30,0,0,4.800000000000001
2011,1,17,7,30,0,0,4.800000000000001
2011,1,17,8,30,0,0,5
2011,1,17,9,30,0,0,5
2011,1,17,10,30,0,0,4.800000000000001
2011,1,17,11,30,0,0,4.3
2011,1,17,12,30,0,0,3.6
2011,1,17,13,30,0,0,3.9000000000000004
2011,1,17,14,30,5,0,5.6000000000000005
2011,1,17,15,30,33,721,8
2011,1,17,16,30,42,880,9.700000000000001
2011,1,17,17,30,47,947,10.4
2011,1,17,18,30,50,975,10.600000000000001
2011,1,17,19,30,183,531,10.5
2011,1,17,20,30,265,185,10.100000000000001
2011,1,17,21,30,169,316,9.200000000000001
2011,1,17,22,30,115,53,7.1000000000000005
2011,1,17,23,30,35,6,4.800000000000001
2011,1,18,0,30,0,0,3.5
2011,1,18,1,30,0,0,3.1
2011,1,18,2,30,0,0,3.1
2011,1,18,3,30,0,0,2.9000000000000004
2011,1,18,4,30,0,0,2.5
2011,1,18,5,30,0,0,2
2011,1,18,6,30,0,0,1.6
2011,1,18,7,30,0,0,1.3
2011,1,18,8,30,0,0,1.3
2011,1,18,9,30,0,0,1.1
2011,1,18,10,30,0,0,0.30000000000000004
2011,1,18,11,30,0,0,-0.30000000000000004
2011,1,18,12,30,0,0,-0.5
2011,1,18,13,30,0,0,-0.5
2011,1,18,14,30,8,1,1
2011,1,18,15,30,75,2,3.5
2011,1,18,16,30,138,447,5.7
2011,1,18,17,30,119,658,7.1000000000000005
2011,1,18,18,30,54,986,7.9
2011,1,18,19,30,188,527,8.200000000000001
2011,1,18,20,30,180,435,8.1
2011,1,18,21,30,177,46,7.300000000000001
2011,1,18,22,30,122,217,5.2
2011,1,18,23,30,38,8,3.4000000000000004
2011,1,19,0,30,0,0,2.5
2011,1,19,1,30,0,0,1.7000000000000002
2011,1,19,2,30,0,0,0.7000000000000001
2011,1,19,3,30,0,0,0
2011,1,19,4,30,0,0,-0.30000000000000004
2011,1,19,5,30,0,0,-0.5
2011,1,19,6,30,0,0,-0.6000000000000001
2011,1,19,7,30,0,0,-0.8
2011,1,19,8,30,0,0,-1
2011,1,19,9,30,0,0,-1.2000000000000002
2011,1,19,10,30,0,0,-1.3
2011,1,19,11,30,0,0,-1.2000000000000002
2011,1,19,12,30,0,0,-1
2011,1,19,13,30,0,0,-0.8
2011,1,19,14,30,8,0,0.4
2011,1,19,15,30,76,8,2.2
2011,1,19,16,30,192,46,3.6
2011,1,19,17,30,170,2,4.2
2011,1,19,18,30,174,520,3.7
2011,1,19,19,30,246,274,2.5
2011,1,19,20,30,166,13,1
2011,1,19,21,30,76,1,-0.7000000000000001
2011,1,19,22,30,9,0,-2.5
2011,1,19,23,30,29,1,-4
2011,1,20,0,30,0,0,-5
2011,1,20,1,30,0,0,-5.7
2011,1,20,2,30,0,0,-6.2
2011,1,20,3,30,0,0,-6.4
2011,1,20,4,30,0,0,-6.6000000000000005
2011,1,20,5,30,0,0,-7
2011,1,20,6,30,0,0,-7.4
2011,1,20,7,30,0,0,-7.800000000000001
2011,1,20,8,30,0,0,-8
2011,1,20,9,30,0,0,-8.1
2011,1,20,10,30,0,0,-8
2011,1,20,11,30,0,0,-7.800000000000001
2011,1,20,12,30,0,0,-7.6000000000000005
2011,1,20,13,30,0,0,-7.5
2011,1,20,14,30,12,331,-6.5
2011,1,20,15,30,39,765,-4.5
2011,1,20,16,30,54,912,-2.5
2011,1,20,17,30,61,980,-0.8
2011,1,20,18,30,63,1013,0.5
2011,1,20,19,30,62,1008,1.3
2011,1,20,20,30,58,991,1.7000000000000002
2011,1,20,21,30,53,942,1.5
2011,1,20,22,30,142,190,0.30000000000000004
2011,1,20,23,30,51,17,-1.1
2011,1,21,0,30,0,0,-1.7000000000000002
2011,1,21,1,30,0,0,-1.9000000000000001
2011,1,21,2,30,0,0,-1.9000000000000001
2011,1,21,3,30,0,0,-1.7000000000000002
2011,1,21,4,30,0,0,-1.6
2011,1,21,5,30,0,0,-1.6
2011,1,21,6,30,0,0,-1.6
2011,1,21,7,30,0,0,-1.5
2011,1,21,8,30,0,0,-1.5
2011,1,21,9,30,0,0,-1.4000000000000001
2011,1,21,10,30,0,0,-1.5
2011,1,21,11,30,0,0,-1.8
2011,1,21,12,30,0,0,-2.1
2011,1,21,13,30,0,0,-2.1
2011,1,21,14,30,10,1,-1.2000000000000002
2011,1,21,15,30,36,756,0.4
2011,1,21,16,30,47,901,1.9000000000000001
2011,1,21,17,30,53,968,3.1
2011,1,21,18,30,56,997,3.8000000000000003
2011,1,21,19,30,58,1010,4
2011,1,21,20,30,57,990,3.9000000000000004
2011,1,21,21,30,51,946,3.2
2011,1,21,22,30,42,842,1.1
2011,1,21,23,30,25,576,-1
2011,1,22,0,30,0,0,-1.7000000000000002
2011,1,22,1,30,0,0,-2
2011,1,22,2,30,0,0,-2.6
2011,1,22,3,30,0,0,-2.8000000000000003
2011,1,22,4,30,0,0,-2.5
2011,1,22,5,30,0,0,-2
2011,1,22,6,30,0,0,-1.3
2011,1,22,7,30,0,0,-0.5
2011,1,22,8,30,0,0,0
2011,1,22,9,30,0,0,0.4
2011,1,22,10,30,0,0,0.8
2011,1,22,11,30,0,0,1.1
2011,1,22,12,30,0,0,1.1
2011,1,22,13,30,0,0,1
2011,1,22,14,30,9,0,1.9000000000000001
2011,1,22,15,30,38,747,3.4000000000000004
2011,1,22,16,30,141,403,4.2
2011,1,22,17,30,274,89,4.3
2011,1,22,18,30,289,47,4.2
2011,1,22,19,30,240,370,4
2011,1,22,20,30,56,979,3.6
2011,1,22,21,30,232,150,2.8000000000000003
2011,1,22,22,30,42,829,1.2000000000000002
2011,1,22,23,30,25,571,-0.7000000000000001
2011,1,23,0,30,0,0,-1.5
2011,1,23,1,30,0,0,-1.7000000000000002
2011,1,23,2,30,0,0,-1.9000000000000001
2011,1,23,3,30,0,0,-2.1
2011,1,23,4,30,0,0,-2.5
2011,1,23,5,30,0,0,-3.2
2011,1,23,6,30,0,0,-4
2011,1,23,7,30,0,0,-4.9
2011,1,23,8,30,0,0,-5.800000000000001
2011,1,23,9,30,0,0,-6.4
2011,1,23,10,30,0,0,-6.6000000000000005
2011,1,23,11,30,0,0,-6.9
2011,1,23,12,30,0,0,-7.2
2011,1,23,13,30,0,0,-6.9
2011,1,23,14,30,13,346,-5.2
2011,1,23,15,30,37,766,-2.1
2011,1,23,16,30,118,545,0.8
2011,1,23,17,30,152,621,2.4000000000000004
2011,1,23,18,30,247,346,3.2
2011,1,23,19,30,282,99,3.5
2011,1,23,20,30,203,26,3.1
2011,1,23,21,30,179,364,2.3000000000000003
2011,1,23,22,30,44,826,1
2011,1,23,23,30,53,11,-0.5
2011,1,24,0,30,0,0,-1.3
2011,1,24,1,30,0,0,-1.6
2011,1,24,2,30,0,0,-1.9000000000000001
2011,1,24,3,30,0,0,-2.3000000000000003
2011,1,24,4,30,0,0,-2.5
2011,1,24,5,30,0,0,-2.3000000000000003
2011,1,24,6,30,0,0,-2
2011,1,24,7,30,0,0,-2
2011,1,24,8,30,0,0,-2.3000000000000003
2011,1,24,9,30,0,0,-2.4000000000000004
2011,1,24,10,30,0,0,-2.5
2011,1,24,11,30,0,0,-2.6
2011,1,24,12,30,0,0,-2.8000000000000003
2011,1,24,13,30,0,0,-3.3000000000000003
2011,1,24,14,30,10,0,-3.1
2011,1,24,15,30,24,0,-1.6
2011,1,24,16,30,183,229,-0.30000000000000004
2011,1,24,17,30,50,983,0.7000000000000001
2011,1,24,18,30,52,1013,1.4000000000000001
2011,1,24,19,30,223,455,1.6
2011,1,24,20,30,230,343,1.4000000000000001
2011,1,24,21,30,238,156,0.8
2011,1,24,22,30,40,872,-1
2011,1,24,23,30,25,628,-3.4000000000000004
2011,1,25,0,30,0,0,-4.800000000000001
2011,1,25,1,30,0,0,-5.300000000000001
2011,1,25,2,30,0,0,-6
2011,1,25,3,30,0,0,-6.7
2011,1,25,4,30,0,0,-7.1000000000000005
2011,1,25,5,30,0,0,-7.4
2011,1,25,6,30,0,0,-7.5
2011,1,25,7,30,0,0,-7.5
2011,1,25,8,30,0,0,-7.4
2011,1,25,9,30,0,0,-7.2
2011,1,25,10,30,0,0,-7.1000000000000005
2011,1,25,11,30,0,0,-6.800000000000001
2011,1,25,12,30,0,0,-6.5
2011,1,25,13,30,0,0,-6
2011,1,25,14,30,14,1,-4.4
2011,1,25,15,30,102,259,-1.7000000000000002
2011,1,25,16,30,156,29,1.2000000000000002
2011,1,25,17,30,197,421,3.6
2011,1,25,18,30,238,387,4.800000000000001
2011,1,25,19,30,285,102,4.800000000000001
2011,1,25,20,30,253,233,4.2
2011,1,25,21,30,200,246,3.1
2011,1,25,22,30,145,75,1.5
2011,1,25,23,30,45,5,0.1
2011,1,26,0,30,0,0,-0.6000000000000001
2011,1,26,1,30,0,0,-1
2011,1,26,2,30,0,0,-1.4000000000000001
